50 6 100 3
1 106.62 10.82 300 150 0.3
2 106.7 10.68 600 150 0.4
3 107.84 10.2 600 150 0.2
4 106.7558 10.6613 22 120 0 11 7.1 1 0.5 13
5 106.61 10.7504 29 120 0 17 3.3 2 0.5 12
6 106.7946 10.9545 23 120 0 12 2 2 0.5 13
7 106.8569 10.6891 26 120 0 17 4.5 3 0.5 14
8 106.6688 10.6634 40 120 0 20 2.9 2 0.5 12
9 106.5875 10.8774 19 120 0 10 6.4 1 0.5 14
10 106.5106 10.7395 20 120 0 15 2.3 2 0.5 14
11 106.76 10.8952 25 120 0 18 2.3 3 0.5 12
12 106.5882 10.9152 18 120 0 12 5.6 3 0.5 12
13 106.8238 10.6529 22 120 0 16 7.6 3 0.5 12
14 106.8223 10.9642 33 120 0 19 2.2 1 0.5 13
15 106.6361 10.72 35 120 0 20 7.6 1 0.5 14
16 106.8829 10.8015 23 120 0 15 3.6 1 0.5 14
17 106.5371 10.6935 34 120 0 20 4.7 1 0.5 12
18 106.839 10.9217 31 120 0 17 8 1 0.5 12
19 106.8229 10.9784 26 120 0 18 5 1 0.5 13
20 106.7145 11.0879 17 120 0 11 4.2 1 0.5 13
21 106.6514 10.8984 34 120 0 18 3.8 3 0.5 14
22 106.8318 10.9283 20 120 0 10 6.9 2 0.5 14
23 106.8447 10.9098 17 120 0 11 3.6 1 0.5 14
24 106.7818 10.6706 25 120 0 18 3.6 3 0.5 12
25 106.5912 10.7802 23 120 0 15 6.1 2 0.5 14
26 106.5319 10.7548 26 120 0 17 7.4 1 0.5 12
27 106.5404 10.7751 38 120 0 20 7 1 0.5 12
28 106.7543 10.8142 22 120 0 15 5.8 2 0.5 12
29 106.6481 10.7443 30 120 0 17 6.2 3 0.5 12
30 106.6068 11.0715 16 120 0 11 7.7 3 0.5 12
31 106.7592 10.9241 23 120 0 18 7 3 0.5 14
32 106.5685 10.9781 23 120 0 12 2.8 2 0.5 13
33 106.5654 10.8208 17 120 0 10 3.3 1 0.5 14
34 106.8958 10.938 18 120 0 11 6.7 2 0.5 14
35 106.7228 10.9581 20 120 0 12 7.2 6 0.5 13
36 106.8371 10.9992 16 120 0 10 6.4 2 0.5 13
37 106.5916 10.6644 32 120 0 20 3.6 3 0.5 12
38 106.6262 10.7705 21 120 0 16 7.2 1 0.5 12
39 106.5844 11.0743 27 120 0 17 3.8 1 0.5 12
40 106.8505 10.7916 20 120 0 10 3.2 2 0.5 13
41 106.7622 10.828 22 120 0 11 3.7 3 0.5 14
42 106.8658 10.8565 31 120 0 16 7.9 3 0.5 13
43 106.606 10.761 15 120 0 10 7.3 2 0.5 12
44 106.7245 10.7682 28 120 0 19 2.2 7 0.5 13
45 106.7338 11.054 25 120 0 15 4.6 3 0.5 12
46 106.6598 10.7487 30 120 0 16 3.1 1 0.5 14
47 106.899 10.8793 21 120 0 16 5.1 3 0.5 14
48 106.5364 10.6712 31 120 0 20 4.2 1 0.5 14
49 106.5439 10.9324 29 120 0 15 3.9 1 0.5 14
50 106.8168 10.84 27 120 0 14 3.9 2 0.5 13
51 106.5254 10.8217 32 120 0 16 3.8 1 0.5 12
52 106.8984 10.8881 31 120 0 16 7.6 3 0.5 14
53 106.8884 11.0374 21 120 0 12 4.4 1 0.5 13
