100 3 120 3
1 106.62 10.82 600 371 0.3
2 106.78 10.87 600 371 0.3
3 106.7 10.68 600 371 0.3
4 106.7558 10.6613 22 120 0 11 7.1 1 0.5 13
5 106.61 10.7504 29 120 0 17 3.3 2 0.5 12
6 106.7946 10.9545 23 120 0 12 2 2 0.5 13
7 106.8569 10.6891 26 120 0 17 4.5 3 0.5 14
8 106.6688 10.6634 40 120 0 20 2.9 2 0.5 12
9 106.5875 10.8774 19 120 0 10 6.4 1 0.5 14
10 106.5106 10.7395 20 120 0 15 2.3 2 0.5 14
11 106.76 10.8952 25 120 0 18 2.3 3 0.5 12
12 106.5882 10.9152 18 120 0 12 5.6 3 0.5 12
13 106.8238 10.6529 22 120 0 16 7.6 3 0.5 12
14 106.8223 10.9642 33 120 0 19 2.2 1 0.5 13
15 106.6361 10.72 35 120 0 20 7.6 1 0.5 14
16 106.8829 10.8015 23 120 0 15 3.6 1 0.5 14
17 106.5371 10.6935 34 120 0 20 4.7 1 0.5 12
18 106.839 10.9217 31 120 0 17 8 1 0.5 12
19 106.8229 10.9784 26 120 0 18 5 1 0.5 13
20 106.7145 11.0879 17 120 0 11 4.2 1 0.5 13
21 106.6514 10.8984 34 120 0 18 3.8 3 0.5 14
22 106.8318 10.9283 20 120 0 10 6.9 2 0.5 14
23 106.8447 10.9098 17 120 0 11 3.6 1 0.5 14
24 106.7818 10.6706 25 120 0 18 3.6 3 0.5 12
25 106.5912 10.7802 23 120 0 15 6.1 2 0.5 14
26 106.5319 10.7548 26 120 0 17 7.4 1 0.5 12
27 106.5404 10.7751 38 120 0 20 7 1 0.5 12
28 106.7543 10.8142 22 120 0 15 5.8 2 0.5 12
29 106.6481 10.7443 30 120 0 17 6.2 3 0.5 12
30 106.6068 11.0715 16 120 0 11 7.7 3 0.5 12
31 106.7592 10.9241 23 120 0 18 7 3 0.5 14
32 106.5685 10.9781 23 120 0 12 2.8 2 0.5 13
33 106.5654 10.8208 17 120 0 10 3.3 1 0.5 14
34 106.8958 10.938 18 120 0 11 6.7 2 0.5 14
35 106.7228 10.9581 20 120 0 12 7.2 1 0.5 13
36 106.8371 10.9992 16 120 0 10 6.4 2 0.5 13
37 106.5916 10.6644 32 120 0 20 3.6 3 0.5 12
38 106.6262 10.7705 21 120 0 16 7.2 1 0.5 12
39 106.5844 11.0743 27 120 0 17 3.8 1 0.5 12
40 106.8505 10.7916 20 120 0 10 3.2 2 0.5 13
41 106.7622 10.828 22 120 0 11 3.7 3 0.5 14
42 106.8658 10.8565 31 120 0 16 7.9 3 0.5 13
43 106.606 10.761 15 120 0 10 7.3 2 0.5 12
44 106.7245 10.7682 28 120 0 19 2.2 3 0.5 13
45 106.7338 11.054 25 120 0 15 4.6 3 0.5 12
46 106.6598 10.7487 30 120 0 16 3.1 1 0.5 14
47 106.899 10.8793 21 120 0 16 5.1 3 0.5 14
48 106.5364 10.6712 31 120 0 20 4.2 1 0.5 14
49 106.5439 10.9324 29 120 0 15 3.9 1 0.5 14
50 106.8168 10.84 27 120 0 14 3.9 2 0.5 13
51 106.5254 10.8217 32 120 0 16 3.8 1 0.5 12
52 106.8984 10.8881 31 120 0 16 7.6 3 0.5 14
53 106.8884 11.0374 21 120 0 12 4.4 1 0.5 13
54 106.5046 10.9743 22 120 0 14 4.6 3 0.5 14
55 106.7727 10.8916 35 120 0 20 4.8 2 0.5 14
56 106.6067 10.9384 26 120 0 13 4.8 3 0.5 12
57 106.5446 10.8456 27 120 0 20 3.7 3 0.5 14
58 106.6815 11.0792 29 120 0 19 2.6 1 0.5 14
59 106.8503 10.7685 22 120 0 14 6.8 1 0.5 12
60 106.7002 10.7304 16 120 0 10 7.9 3 0.5 12
61 106.8651 11.0417 28 120 0 17 7.3 3 0.5 12
62 106.6194 10.9375 28 120 0 16 4.4 1 0.5 14
63 106.7436 10.7188 15 120 0 10 6.7 1 0.5 12
64 106.805 10.8927 30 120 0 18 2.3 1 0.5 12
65 106.8115 10.8887 24 120 0 17 6.8 3 0.5 14
66 106.5002 10.7959 32 120 0 18 3.9 2 0.5 14
67 106.5078 11.0681 29 120 0 18 7 3 0.5 13
68 106.8515 11.0242 24 120 0 12 4.7 1 0.5 14
69 106.623 10.6761 27 120 0 14 4.9 1 0.5 13
70 106.8512 11.0761 23 120 0 17 6.3 1 0.5 13
71 106.5343 10.8687 25 120 0 15 7.4 1 0.5 12
72 106.5277 10.9923 20 120 0 12 4.3 1 0.5 14
73 106.8063 10.7078 19 120 0 13 4.5 2 0.5 14
74 106.6901 10.8974 28 120 0 17 2.4 2 0.5 13
75 106.606 11.0426 35 120 0 19 2.1 3 0.5 13
76 106.6693 10.7453 22 120 0 17 7.7 2 0.5 13
77 106.7157 10.9785 29 120 0 16 6.5 3 0.5 14
78 106.5805 10.7903 25 120 0 13 3.3 2 0.5 13
79 106.8981 10.9424 18 120 0 10 4 3 0.5 13
80 106.6752 10.8829 24 120 0 12 7.5 3 0.5 14
81 106.5484 10.7511 18 120 0 10 5.6 3 0.5 12
82 106.6352 10.9147 21 120 0 11 4.6 2 0.5 12
83 106.592 10.7491 17 120 0 10 4.3 1 0.5 13
84 106.5284 10.934 25 120 0 15 6.6 2 0.5 13
85 106.5916 11.0574 25 120 0 16 7 2 0.5 12
86 106.8439 10.6819 23 120 0 18 8 2 0.5 12
