25 5 120 2
1 106.701 10.776 500 250 0.5
2 106.654 11.064 500 250 0.5
3 106.495 10.760 15 70 0 18 5.0 2 0.5 12
4 106.719 10.939 20 65 0 22 6.0 8 0.5 10
5 107.084 11.113 18 75 0 15 4.0 3 0.5 6
6 107.093 10.828 12 60 0 25 5.0 11 0.5 13
7 107.098 11.121 25 70 0 19 4.0 2 0.5 12
8 107.100 10.987 14 65 0 12 6.0 8 0.5 10
9 106.879 10.586 22 75 0 20 5.0 3 0.5 6
10 106.963 10.843 16 60 0 23 6.0 11 0.5 13
11 106.792 10.616 19 70 0 14 4.0 2 0.5 12
12 106.842 10.756 21 65 0 17 5.0 8 0.5 10
13 106.550 10.450 13 75 0 21 4.0 3 0.5 6
14 107.300 11.200 24 60 0 16 6.0 11 0.5 13
15 106.300 10.900 17 70 0 24 5.0 2 0.5 12
16 106.800 11.050 11 65 0 13 4.0 8 0.5 10
17 107.150 10.700 23 75 0 18 5.0 3 0.5 6
18 106.650 10.800 15 60 0 22 6.0 11 0.5 13
19 106.900 10.550 20 70 0 15 4.0 2 0.5 12
20 107.050 11.000 18 65 0 19 5.0 8 0.5 10
21 106.400 10.600 12 75 0 25 4.0 3 0.5 6
22 106.750 11.150 22 60 0 14 6.0 11 0.5 13
23 107.200 10.850 16 70 0 20 5.0 2 0.5 12
24 106.500 10.700 19 65 0 17 4.0 8 0.5 10
25 106.950 11.000 14 75 0 23 5.0 3 0.5 6
26 106.600 10.550 21 60 0 12 6.0 11 0.5 13
27 107.000 10.650 13 70 0 24 4.0 2 0.5 12
